Date,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Precipitation,Wind,Relative Humidity,Solar,
1/1/1979,121.561996459961,31.0667991638184,6,9.30900000000003,7.26299999999998,0.296115804,4.21627213996135,0.775259802837685,4.87125324,
1/2/1979,121.561996459961,31.0667991638184,6,8.73500000000001,6.37,2.805805692,3.71473198038011,0.809829994988223,3.13875072,
1/3/1979,121.561996459961,31.0667991638184,6,11.942,7.11200000000002,3.246114924,2.45431522588509,0.858979347829632,7.0988013,
1/4/1979,121.561996459961,31.0667991638184,6,10.209,7.745,0.10643004,3.91990997755384,0.842059877028498,11.565561168,
1/5/1979,121.561996459961,31.0667991638184,6,8.71899999999999,6.60399999999999,0.569916648,5.01026865287988,0.850336698526574,3.418818768,
1/6/1979,121.561996459961,31.0667991638184,6,12.262,7.62299999999999,0.260925228,3.74293080619384,0.826639486081006,13.3336647,
1/7/1979,121.561996459961,31.0667991638184,6,13.03,5.60000000000002,0,4.52126524256469,0.788008832481754,13.887846,
1/8/1979,121.561996459961,31.0667991638184,6,14.535,7.83499999999998,0,4.5564247857206,0.759702355409214,14.385209832,
1/9/1979,121.561996459961,31.0667991638184,6,16.143,7.94099999999997,0,3.22805835694156,0.835267950450942,13.8782268,
1/10/1979,121.561996459961,31.0667991638184,6,15.507,9.44099999999997,0.2386095264,4.25143240951487,0.89501453588376,9.007986168,
1/11/1979,121.561996459961,31.0667991638184,6,9.82999999999998,6.565,0.938129796,6.46305794634425,0.817096554496656,2.697525432,
1/12/1979,121.561996459961,31.0667991638184,6,6.493,-0.360000000000014,11.9665160208,7.60945780586243,0.841535278557621,4.23478584,
1/13/1979,121.561996459961,31.0667991638184,6,3.50700000000001,-1.452,1.488303756,5.54583331632144,0.772967989960477,7.67508228,
1/14/1979,121.561996459961,31.0667991638184,6,4.72800000000001,0.711999999999989,2.593803744,6.66616915658059,0.777822991360367,6.43719618,
1/15/1979,121.561996459961,31.0667991638184,6,2.50099999999998,-2.089,0,6.27449823348349,0.68408422950331,14.662237968,
1/16/1979,121.561996459961,31.0667991638184,6,4.47300000000001,-2.77699999999999,0,3.2173171845647,0.733045849843235,15.019135632,
1/17/1979,121.561996459961,31.0667991638184,6,5.59300000000002,3.62700000000001,3.7816991064,3.60941443275667,0.904634081320876,2.116969488,
1/18/1979,121.561996459961,31.0667991638184,6,3.37700000000001,-2.49200000000002,0.2918243304,7.36033663180265,0.814066824030056,10.555478568,
1/19/1979,121.561996459961,31.0667991638184,6,3.95999999999998,-3.827,0,2.92835653118739,0.67365967967114,14.035511232,
1/20/1979,121.561996459961,31.0667991638184,6,8.08600000000001,-0.619000000000028,0,3.08973359992606,0.689696738306824,15.3654183,
1/21/1979,121.561996459961,31.0667991638184,6,6.66000000000003,1.59500000000003,0,5.57400840614364,0.665384429583941,14.053214232,
1/22/1979,121.561996459961,31.0667991638184,6,7.86000000000001,0.351999999999975,0,3.00112056684244,0.679396582533017,12.07659024,
1/23/1979,121.561996459961,31.0667991638184,6,11.298,5.017,0,2.65050370328246,0.730464479455902,14.948946432,
1/24/1979,121.561996459961,31.0667991638184,6,11.579,3.67899999999997,4.2271663464,3.03951466343016,0.762592911773038,10.1771415,
1/25/1979,121.561996459961,31.0667991638184,6,11.683,7.447,2.3303036376,4.79456213100981,0.809878781063728,11.344612032,
1/26/1979,121.561996459961,31.0667991638184,6,13.613,5.26900000000001,0,4.48120817903202,0.811348289960565,16.0284924,
1/27/1979,121.561996459961,31.0667991638184,6,11.184,8.892,0.3467558088,2.81791577036661,0.944356787625693,3.3547563,
1/28/1979,121.561996459961,31.0667991638184,6,13.709,11.548,2.83756248,3.88820665982587,0.954322007049657,3.52259928,
1/29/1979,121.561996459961,31.0667991638184,6,13.011,1.077,8.58736188,9.65767813850012,0.880802166253423,4.5644076,
1/30/1979,121.561996459961,31.0667991638184,6,4.137,0.447000000000003,2.737997604,9.07960325683044,0.858535937157005,2.94671448,
1/31/1979,121.561996459961,31.0667991638184,6,1.738,-2.80799999999999,4.177379376,8.81373827162397,0.748128665745252,12.507977232,
2/1/1979,121.561996459961,31.0667991638184,6,2.55099999999999,-2.58300000000003,0,5.86327019240437,0.579122063548927,17.5406058,
2/2/1979,121.561996459961,31.0667991638184,6,4.07600000000002,-2.83499999999998,0,3.14143729619003,0.629976040079136,17.47371636,
2/3/1979,121.561996459961,31.0667991638184,6,11.208,3.334,0,3.14811635461876,0.753101703895021,15.76811385,
2/4/1979,121.561996459961,31.0667991638184,6,7.45800000000003,3.90899999999999,0.772476372,6.2779993031331,0.904095401093164,4.87878876,
2/5/1979,121.561996459961,31.0667991638184,6,8.48099999999999,3.50599999999997,1.3612746096,4.90751247035137,0.828194910112269,11.050534782,
2/6/1979,121.561996459961,31.0667991638184,6,10.181,3.43000000000001,0.041198724,3.10785830052848,0.720428507819103,17.91883224,
2/7/1979,121.561996459961,31.0667991638184,6,12.697,4.84399999999999,0,3.40846653158481,0.787801140809538,17.38304937,
2/8/1979,121.561996459961,31.0667991638184,6,11.824,6.00700000000001,0.1750945824,3.56058168525167,0.8487893983695,10.966104,
2/9/1979,121.561996459961,31.0667991638184,6,11.669,7.50400000000002,1.0025027136,3.83433761694914,0.813802267384204,10.44950481,
